30	NC_011165_Pseudomonas phage LBL3	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_unclassified_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Flavobacteriaceae_Flavobacterium
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Cytophagaceae_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Chitinophagaceae_Sediminibacterium
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Polynucleobacter
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Proteobacteria_unclassified_unclassified_unclassified_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Cryomorphaceae_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Bacteroidetes_unclassified_unclassified_unclassified_unclassified
30	NC_011165_Pseudomonas phage LBL3	Bacteria_Proteobacteria_Alphaproteobacteria_unclassified_unclassified_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_unclassified_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Flavobacteriaceae_Flavobacterium
30	NC_011756_Pseudomonas phage SN	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Cytophagaceae_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Chitinophagaceae_Sediminibacterium
30	NC_011756_Pseudomonas phage SN	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Polynucleobacter
30	NC_011756_Pseudomonas phage SN	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Proteobacteria_unclassified_unclassified_unclassified_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Cryomorphaceae_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Bacteroidetes_unclassified_unclassified_unclassified_unclassified
30	NC_011756_Pseudomonas phage SN	Bacteria_Proteobacteria_Alphaproteobacteria_unclassified_unclassified_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_unclassified_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Flavobacteriaceae_Flavobacterium
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Cytophagaceae_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Chitinophagaceae_Sediminibacterium
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Polynucleobacter
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Proteobacteria_unclassified_unclassified_unclassified_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Cryomorphaceae_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Bacteroidetes_unclassified_unclassified_unclassified_unclassified
30	NC_014791_Ugandan cassava brown streak virus	Bacteria_Proteobacteria_Alphaproteobacteria_unclassified_unclassified_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_unclassified_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Flavobacteriaceae_Flavobacterium
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Cytophagaceae_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Chitinophagaceae_Sediminibacterium
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Polynucleobacter
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Proteobacteria_unclassified_unclassified_unclassified_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Cryomorphaceae_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Bacteroidetes_unclassified_unclassified_unclassified_unclassified
30	NC_011703_Pseudomonas phage 14-1	Bacteria_Proteobacteria_Alphaproteobacteria_unclassified_unclassified_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_unclassified_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Flavobacteriaceae_Flavobacterium
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Cytophagaceae_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Chitinophagaceae_Sediminibacterium
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Polynucleobacter
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_unclassified_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Proteobacteria_unclassified_unclassified_unclassified_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_Microbacteriaceae_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Cryomorphaceae_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Bacteroidetes_unclassified_unclassified_unclassified_unclassified
30	NC_019451_Pseudomonas phage NH-4	Bacteria_Proteobacteria_Alphaproteobacteria_unclassified_unclassified_unclassified
30	NC_019935_Pseudomonas phage KPP12	Bacteria_Actinobacteria_Actinobacteria_Actinomycetales_unclassified_unclassified
30	NC_019935_Pseudomonas phage KPP12	Bacteria_Bacteroidetes_Flavobacteria_Flavobacteriales_Flavobacteriaceae_Flavobacterium
30	NC_019935_Pseudomonas phage KPP12	Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_unclassified
30	NC_019935_Pseudomonas phage KPP12	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Cytophagaceae_unclassified
30	NC_019935_Pseudomonas phage KPP12	Bacteria_unclassified_unclassified_unclassified_unclassified_unclassified
30	NC_019935_Pseudomonas phage KPP12	Bacteria_Bacteroidetes_Sphingobacteria_Sphingobacteriales_Chitinophagaceae_Sediminibacterium
